reviewText,Sentiment,Aspect
the nook color is a great tablet. it sometimes is very slow but it is still a good tablet. i have dropped it a few times and it is still okay.,positive,tablet
"The customer support people at Barnes & Noble site are clueless. They are useless for providing help. If you buy tablet, you are on your own. In the store it is the same.",negative,customer support people
I love using this. It's light and easy and fast! LOVE that is has hte capability of Google Play on it! So hard to find things that are compatible,positive,capability of Google Play
my wife was tired of dragging books around she loves the covienence of the tablet and can make the text larger,positive,covienence
"Rooted, and cyanogenmod installed, works awesome.  The Nook Tablet has a bit more memory than the original Nook Color, so that's why I got this one.",positive,cyanogenmod
"The B&N Nook is a great device. The hardware in it makes sure there is no lag or waits while watching videos, reading books, or surfing the web. The builtin apps are great, as well as the overall layout and options. The major drawback is the inability to load 3rd party apps...but roll back to firmware 1.4.0 and load all you want before upgrading. Or root it (although Amazon Instant Video will not work after rooting).",positive,hardware
It accepts up to 32gb micro sd cards but does not work properly with a 32gb card. Mine would not boot because the card used too much energy. That was the only issue I had. Customer service told me to unplug the card before booting up and then insert the card. I returned it and purchased a Samsung Galaxy Tab 7.0 plus.Funny thing is Barnes and Noble rrjected my review.,negative,review
"Great Product, Great Sale, I love this Product, and my children will too I cant wait til Christmas to Give them their present.",positive,Product
"I got this for my little girl, as she filled up her 8gb tablet with games. We just love the Nook HD tablets. The fact they have Google Play, and you can change the background to a nice picture, makes these tablets superior in most ways, to the Kindle Fire. Yes, the Fires have their own advantages (we have some) but overall, we prefer the Nook HDs.",positive,Nook HD tablets
nan,positive,None
"Why pay to be restricted, I simply didn't see the benefit with all of the other tablets out there having apps that perform exactly the same tasks. Just decided to go a cheaper route and I am so glad I did.Maybe I would consider the Nook again if it is expanded beyond a e-reader.",negative,benefit
We have both the hd and the hd+ but I love the hd because it is lightweight and very portable. All my nooks are converted to android and work very well.,positive,the hd
"It is too bad that the Nook HD hasn't received more kudos. To be honest, I knew it had a great screen, a fast proce fast processor, great battery life, and oh so light and easy to handle. But, I did wait for a means for rooting the Nook HD to become available. Now the tablet lives up to all its potential. Rooting is quite easy and it is a great tablet",positive,screen
"The Nook preformed perfectly and was easy to set up. I checked lots of ratings before I ordered it, and they were all good.This was my first tablet so I did not realize that it did not have some of the specific features I was looking for. I did return it. I must say though that the camera on the Nook was much better than camera on my new one.",positive,camera on the Nook
"Excellent display quality. It runs fast, and does have more memory than its predecesor. The size is appropriate for my day to day needs.",positive,display quality
"I bought my wife a Nook for Christmas two years ago, and she has used the heck outof it, so I have always wanted one for myself. When I saw the price break on this oneI had to act! It meets all my expectations.",positive,Nook
"Purchased as a Christmas Gift for my son.  He loves it.  Best gift (according to him).  We loaded a few of his faborite games and downloaded some books.  He loves to read, and hasn't put this down since unwrapping it.Hightly recommend.",positive,gift
"I assumed that I had the 16gb model but the box was misbranded and my bad for not paying attention,too late to take back to the store but it is still a very good tablet and the memory can still be expanded by sd card. I have since rootedmy tablet and it is great! I do have the 16gb one after all.",positive,tablet
